#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
278	ул. Дружбы Народов, д. 6, Муравленко	1985	Не имеется	Нет	Не имеется	18	Не присвоен	3	2	2	899.80	0.00	84.90	2 321.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	582.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
279	ул. Дружбы Народов, д. 8, Муравленко	1985	Не имеется	Нет	Не имеется	18	Не присвоен	3	2	2	899.60	0.00	84.60	2 552.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	585.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
280	ул. Дружбы Народов, д. 10, Муравленко	1985	Не имеется	Нет	Не имеется	18	Не присвоен	3	2	2	898.00	0.00	83.40	2 707.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	584.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
281	ул. Дружбы Народов, д. 12, Муравленко	1986	Не имеется	Нет	Не имеется	17	Не присвоен	3	2	2	903.20	0.00	85.20	2 794.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	579.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
282	ул. Дружбы Народов, д. 18, Муравленко	1987	Нет	2	2	601.30	ТП 94-041 бам	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
283	ул. Дружбы Народов, д. 20, Муравленко	1986	Не имеется	Нет	Не имеется	18	Не присвоен	3	2	2	902.90	0.00	85.20	2 445.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	533.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
284	ул. Ленина, д. 59, Муравленко	1986	Не имеется	Нет	17	Не присвоен	3	2	2	1	838.00	66.00	83.80	2 092.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	577.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
285	ул. Ленина, д. 67, Муравленко	1989	Не имеется	Нет	18	Не присвоен	3	2	2	904.90	0.00	83.90	2 885.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	577.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
286	ул. Губкина, д. 18, Муравленко	1990	Не имеется	Нет	Не имеется	18	Не присвоен	2	3	3	903.50	0.00	84.30	1 273.00	0.00	ТП 94-041 бам	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	351.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
287	ул. Дружбы Народов, д. 34, Муравленко	1991	Не имеется	Нет	Не имеется	2	Не присвоен	2	2	163.70	0.00	0.00	912.00	0.00	брусовый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	139.00	Скатная	Отсутствует	Деревянные	Сайдинг	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
288	ул. Нефтяников, д. 46, Муравленко	1993	Не имеется	Нет	24	Не присвоен	3	3	3	1 230.90	0.00	125.30	3 051.00	0.00	блочный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	568.00	Плоская	Отсутствует	Железобетонные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
289	ул. Нефтяников, д. 40, Муравленко	2005	Не имеется	Нет	27	Не присвоен	3	3	3	1 367.40	0.00	317.60	2 402.00	0.00	кирпичный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	672.30	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
290	ул. Губкина, д. 35, Муравленко	1986	Нет	2	2	899.30	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
291	ул. Губкина, д. 39, Муравленко	1991	Нет	1	2	896.30	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
292	ул. Новоселов, д. 6, Муравленко	1988	Нет	2	2	900.20	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
293	ул. Новоселов, д. 10, Муравленко	1987	Нет	2	2	893.40	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
294	ул. Новоселов, д. 12, Муравленко	1986	Нет	2	2	897.70	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
295	ул. Новоселов, д. 14, Муравленко	1987	Нет	2	2	893.90	ТП116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
296	ул. Новоселов, д. 16, Муравленко	1986	Не имеется	Нет	20	Не присвоен	2	2	2	980.70	0.00	85.90	2 557.00	0.00	ТП 116-115-93СМ/1	Не имеется	На счете регионального оператора	Многоквартирный дом	2	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	630.00	Скатная	Отсутствует	Деревянные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
297	ул. Новоселов, д. 18, Муравленко	1986	Нет	2	2	892.70	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
298	ул. Новоселов, д. 20, Муравленко	1988	Нет	2	2	897.40	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
299	ул. Новоселов, д. 22, Муравленко	1986	Нет	2	2	892.20	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
300	ул. Новоселов, д. 24, Муравленко	1987	Да	2	2	886.70	ТП 116-115-93СМ/1	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
301	ул. Губкина, д. 44, Муравленко	1986	Нет	2	2	772.90	3686-II К 51-58	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Перекрытия	Фасад	Фундамент
302	ул. Губкина, д. 46, Муравленко	1986	Не имеется	Нет	Не имеется	24	Не присвоен	3	2	2	1 162.60	0.00	140.60	3 646.00	0.00	3686-II К 51-58	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	767.00	Скатная	Деревянные	Окрашенный	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
303	ул. Комсомольская, д. 12, Муравленко	1986	Не имеется	Нет	24	Не присвоен	3	2	2	1 166.16	0.00	122.90	3 528.00	0.00	3686-II К 51-58	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	766.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
304	ул. Комсомольская, д. 14, Муравленко	1986	Нет	2	2	769.50	3686-II К 51-58	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
305	ул. Комсомольская, д. 16, Муравленко	1986	Нет	2	2	782.80	3686-II К 51-58	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
306	ул. Комсомольская, д. 18, Муравленко	1986	Нет	2	2	788.10	3686-II К 51-58	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Тип дома	Несущие стены	Перекрытия
307	ул. Комсомольская, д. 19, Муравленко	1986	Нет	2	2	766.30	3686-II К 51-58	Многоквартирный дом	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
308	ул. Комсомольская, д. 20, Муравленко	1986	Не имеется	Нет	24	Не присвоен	3	2	2	1 178.90	0.00	147.30	3 999.00	0.00	3686-II К 51-58	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	764.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
309	ул. Комсомольская, д. 21, Муравленко	1986	Не имеется	Нет	не имеется	24	Не присвоен	3	2	2	1 157.90	0.00	143.40	3 675.00	0.00	3686-II К 51-58	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Деревянные	766.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
310	ул. Комсомольская, д. 26, Муравленко	1988	Не имеется	Нет	24	Не присвоен	3	2	2	1 182.70	0.00	143.30	4 062.00	0.00	3686-II К 51-58	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	778.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Свайный
