#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Площадь жилых помещений м2	Газоснабжение
1	ул. 60 лет Октября, д. 2Б, Усть-Камчатск	1992	Нет	2 751.50	Автономное
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
1767	ул. Звездная, д. 17, Петропавловск-Камчатский	1986	Нет	6	5	4 249.40	2 729.00	4 746.00	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (открытая система)	Центральное	Центральное	Центральное	Панельные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1768	ш. Петропавловское, д. 43, Петропавловск-Камчатский	1987	Не имеется	Нет	79	Не присвоен	6	5	5	2 510.00	0.00	1 585.00	0.00	0.00	жилой дом	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	1 104.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1769	ул. Виталия Кручины, д. 3/1, Петропавловск-Камчатский	1988	Не имеется	Нет	29	2	5	5	1 408.00	0.00	138	Не имеется	На счете регионального оператора	Многоквартирный дом	1	Вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное	Панельные	Плоская	Отсутствует	Железобетонные	Окрашенный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
1770	пр-кт. Циолковского, д. 47, Петропавловск-Камчатский	2007	Нет	1	1	9	2 440.67	257.70	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (открытая система)	Центральное	Центральное	Центральное	Монолитные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1771	ул. Батарейная, д. 1, Петропавловск-Камчатский	1974	Нет	-	60	4	5	1	2 679.30	0.00	0.00	0.00	1-464-АС,панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	0.00	Приточная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (закрытая система)	Пожарные гидранты	Центральное	Центральное	Центральное	Панельные	690.90	Плоская	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Класс энергетической эффективности	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Мусоропровод	Перекрытия	Фундамент
1772	ул. Зенитная, д. 6, Елизово	1955	Не имеется	Нет	-	Не присвоен	0.00	0.00	0.00	425.24	0.00	жилой дом	Не имеется	Не определен	Многоквартирный дом	0.00	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Иные	0.00	Отсутствует	Иные	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1773	ул. Молодежная, д. 10, Елизово	1955	Не имеется	Нет	1	Не присвоен	1	1	1	1	44.00	41.00	0.00	963.10	0.00	индивидуальный проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Иные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1774	ул. Зенитная, д. 8, Елизово	1957	Не имеется	Нет	-	4	Не присвоен	2	1	1	2	36.80	28.50	0.00	963.10	0.00	брусчатый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1775	ул. Зенитная, д. 10, Елизово	1957	Не имеется	Нет	-	4	Не присвоен	2	1	1	2	38.20	27.50	0.00	963.10	0.00	брусчатый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1776	ул. Зенитная, д. 12, Елизово	1957	Не имеется	Нет	-	4	Не присвоен	2	1	1	2	39.50	25.20	0.00	963.10	0.00	брусчатый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Иные	0.00	Скатная	Отсутствует	Иные	Иной	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1777	ул. Зенитная, д. 25, Елизово	1957	Не имеется	Нет	-	4	Не присвоен	2	1	1	2	38.20	28.40	0.00	963.10	0.00	индивидуальный проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1778	ул. Молодежная, д. 4, Елизово	1959	Не имеется	Нет	-	10	Не присвоен	1	1	1	10	155.00	56.00	30.00	1 054.00	0.00	шлакоблочный	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1779	ул. Молодежная, д. 8, Елизово	1968	Не имеется	Нет	-	2	Не присвоен	1	1	1	1	44.00	41.00	0.00	963.10	0.00	индивидуальный проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1780	ул. Молодежная, д. 13, Елизово	1978	Не имеется	Нет	-	2	Не присвоен	2	1	1	2	138.00	81.00	0.00	963.10	0.00	индивидуальный проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1781	ул. Молодежная, д. 12, Елизово	1978	Не имеется	Нет	-	14	Не присвоен	2	1	1	2	138.00	81.00	0.00	963.10	0.00	Индивидуальный проект	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Автономное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
1782	проезд. Космический, д. 19, Петропавловск-Камчатский	2011	Нет	A	1	7	6	5 428.80	2 169.80	1 581.60	138-02-04	Многоквартирный дом	1	Центральное	Автономная котельная (крышная, встроенно-пристроенная)	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	Смешанные	539.30	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1783	ул. Чайковского, д. 85, Ключи	1987	Не имеется	Нет	-	7	Не присвоен	1	1	1	80.00	0.00	91.00	198.15	0.00	брусчатый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Деревянные	0.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Иной
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1784	ул. Абеля, д. 25, Петропавловск-Камчатский	Нет	4	5	2 741.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1785	ул. Абеля, д. 27, Петропавловск-Камчатский	Нет	4	5	2 805.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1786	ул. Абеля, д. 35, Петропавловск-Камчатский	Нет	4	5	2 745.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1787	ул. Бохняка, д. 11, Петропавловск-Камчатский	Нет	6	4	4 770.00	Многоквартирный дом	Блочные	Железобетонные
#	Адрес	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2
1788	ул. Бохняка, д. 19, Петропавловск-Камчатский	Нет	5	832.00
#	Адрес	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2
1789	ул. Кавказская, д. 34, Петропавловск-Камчатский	Нет	5	2 684.00
#	Адрес	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2
1790	ул. Карбышева, д. 4/2, Петропавловск-Камчатский	Нет	5	1 415.00
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1791	б-р. Пийпа Б.И., д. 1, стр. ., Петропавловск-Камчатский	Нет	4	4	2 697.00	Многоквартирный дом	Блочные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1792	б-р. Пийпа Б.И., д. 2, Петропавловск-Камчатский	Нет	3	4	1 944.00	Многоквартирный дом	Блочные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома
1793	пр-кт. Победы, д. 33, Петропавловск-Камчатский	1969	Нет	88	6	5	5	4 322.90	108.50	1-464-АС, панельный	На счете регионального оператора	Многоквартирный дом
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1794	пр-кт. Победы, д. 61, Петропавловск-Камчатский	Нет	6	5	4 472.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2
1795	ул. Якорная, д. 7/2, стр. ., Петропавловск-Камчатский	Нет	5	1 385.00
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1796	ул. Кавказская, д. 30, стр. ., Петропавловск-Камчатский	Нет	4	5	2 793.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1797	ул. Карбышева, д. 20, стр. ., Петропавловск-Камчатский	Нет	4	5	2 689.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1798	пр-кт. Победы, д. 41/1, Петропавловск-Камчатский	Нет	4	5	2 731.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1799	пр-кт. Победы, д. 43, Петропавловск-Камчатский	Нет	4	5	2 816.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1800	ул. Топоркова, д. 1, Петропавловск-Камчатский	1996	Не имеется	Нет	64	Не присвоен	5	5	1	3 464.00	0.00	1 313.80	0.00	0.00	138-02С,03С, панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	2	Приточная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (закрытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	905.00	Плоская	Отсутствует	Железобетонные	Окрашенный	Ленточный
#	Адрес	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Тип дома	Несущие стены	Перекрытия
1801	ул. Топоркова, д. 3, Петропавловск-Камчатский	Нет	4	5	2 771.00	Многоквартирный дом	Панельные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1802	ул. Мира, д. 16, Светлый	1954	Не имеется	Нет	-	2	Не присвоен	3	1	1	3	32.40	73.00	0.00	130.11	0.00	индивидуальный проет	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Центральное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Печное	Центральное	Центральное	Иные	0.00	Скатная	Отсутствует	Иные	Иной	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
1803	ул. Морская, д. 5, Коряки	1955	Не имеется	Нет	-	4	Не присвоен	2	1	1	2	42.00	24.80	0.00	1 500.00	0.00	брусчатый	Не имеется	Не определен	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Наружные водостоки	Отсутствует	Отсутствует	Автоматическая	Центральное	Центральное	Комбинированное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Иной	Ленточный
