#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
445	ул. Берзина, д. 10, Марково	1963	Не имеется	Да	1	230.80	760.00	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
446	ул. Совхозная, д. 1а, Марково	1971	Да	1	89.90	1 088.00	жилое	Многоквартирный дом	1	Автономное	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
447	ул. Совхозная, д. 1б, Марково	1979	Не имеется	Нет	1	108.50	999.00	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Оштукатуренный	Иной
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
448	ул. Совхозная, д. 1в, Марково	1980	Да	1	102.70	780.00	жилое	Многоквартирный дом	1	Автономное	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Тип дома	Количество вводов в дом, ед.	Водоотведение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
449	ул. Дежнева, д. 2, Марково	1969	Нет	1	114.40	1 886.00	жилое	Многоквартирный дом	1	Автономное	Центральное	Центральное	Центральное	Деревянные	Деревянные
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
450	ул. Портовая, д. 16, Марково	1989	Не имеется	Нет	1	114.40	1 514.00	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Оштукатуренный	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Наибольшее количество этажей	Площадь жилых помещений м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
451	ул. Портовая, д. 22, Марково	1991	Не имеется	Нет	1	107.90	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Оштукатуренный	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фундамент
452	ул. Больничная, д. 15, Марково	1981	Не имеется	Нет	12	Не присвоен	3	2	2	669.80	0.00	91.20	1 500.00	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фундамент
453	ул. Больничная, д. 13, Марково	1982	Не имеется	Нет	12	Не присвоен	3	2	2	685.20	0.00	89.70	1 500.00	жилое,деревянный	Не имеется	Многоквартирный дом	1	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Деревянные	Скатная	Отсутствует	Деревянные	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
454	ул. Эскимосская, д. 1, Провидения	1990	Не имеется	Нет	50	Не присвоен	3	5	5	1	3 031.70	77.10	333.00	2 800.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	641.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
455	ул. Набережная Дежнева, д. 6, Провидения	1990	Не имеется	Нет	Кадастровый номер земельного участка87:07:060001:92	30	Не присвоен	2	5	5	1	1 831.60	233.50	282.20	1 561.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
456	ул. Набережная Дежнева, д. 16, Провидения	1956	Не имеется	Нет	4	Не присвоен	1	2	2	1	253.80	70.30	24.40	800.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	70.30	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
457	ул. Чукотская, д. 1, Провидения	1980	Не имеется	Нет	48	Не присвоен	3	5	5	3	1 956.40	508.30	196.90	1 749.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	0.00	Плоская	Отсутствует	Железобетонные	Иной	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
458	ул. Чукотская, д. 3, Провидения	1973	Не имеется	Нет	40	Не присвоен	2	5	5	1	1 632.30	322.90	146.40	463.30	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	322.90	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
459	ул. Чукотская, д. 1 А, Провидения	1984	Не имеется	Нет	32	Не присвоен	2	5	5	1	1 573.60	395.80	221.60	1 705.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
460	ул. Полярная, д. 1, Провидения	1987	Не имеется	Нет	49	Не присвоен	3	5	5	4	2 338.90	1 149.20	292.80	850.30	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	557.80	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
461	ул. Эскимосская, д. 18, Провидения	1990	Не имеется	Нет	32	Не присвоен	2	5	5	1	1 565.30	388.30	201.80	533.60	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
462	ул. Эскимосская, д. 18/1, Провидения	1992	Не имеется	Нет	17	Не присвоен	1	5	5	1 048.90	0.00	30.90	650.00	0.00	жилое	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	277.40	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
463	ул. Полярная, д. 3, Провидения	1986	Не имеется	Нет	42	Не присвоен	2	5	5	1	1 784.80	683.60	342.60	619.60	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	258.70	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
464	ул. Полярная, д. 5, Провидения	1987	Не имеется	Нет	56	Не присвоен	3	5	5	2 912.50	0.00	328.30	2 470.00	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
465	ул. Полярная, д. 8, Провидения	1978	Не имеется	Нет	31	Не присвоен	2	5	5	1	1 310.60	333.70	138.60	462.00	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
466	ул. Полярная, д. 10, Провидения	1981	Не имеется	Нет	48	Не присвоен	3	5	5	1	2 337.80	574.70	285.60	849.70	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Смешанные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
467	ул. Полярная, д. 17, Провидения	1977	Не имеется	Нет	32	Не присвоен	2	5	5	1	1 293.50	345.30	139.60	1 386.00	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Блочные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
468	ул. Полярная, д. 19, Провидения	1947	Не имеется	Нет	8	Не присвоен	2	2	2	582.10	0.00	56.20	1 688.00	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Иные	0.00	Скатная	Отсутствует	Деревянные	Соответствует материалу стен	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
469	ул. Полярная, д. 21, Провидения	1993	Не имеется	Нет	30	Не присвоен	2	5	5	1	2 118.40	416.70	234.10	1 750.00	0.00	Жилой	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	2	0.00	Вытяжная вентиляция	Центральное	Отсутствует	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Панельные	0.00	Плоская	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
