#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
825	пр-кт. Ленина, д. 53, Черкесск	1983	Нет	1	1	9	1 690.90	400.40	1 511.40	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	48.70	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м
826	ул. Октябрьская, д. 32, Черкесск	1990	Нет	3	3	9	3 674.10	0.00	3 654.00	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	963.30
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
827	ул. Ворошилова, д. 4, Черкесск	1987	Нет	2	5	748.80	41.00	1 343.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	400.70	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м	Перекрытия
828	ул. Ворошилова, д. 6, Черкесск	1986	Нет	3	5	1 248.80	0.00	1 113.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	619.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
829	ул. Ворошилова, д. 8, Черкесск	1989	Нет	3	5	1 226.90	9.30	1 142.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	614.80	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
830	ул. Гагарина, д. 26, Черкесск	1995	Нет	5	5	2 301.60	71.80	1 027.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	988.10	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
831	ул. Гагарина, д. 24, Черкесск	1991	Нет	3	5	1 001.60	228.50	1 800.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	571.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
832	ул. Интернациональная, д. 6, Черкесск	1973	Нет	4	5	2 421.30	0.90	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	859.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение
833	ул. Интернациональная, д. 9, Черкесск	1973	Нет	4	5	1 826.00	0.00	800.00	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
834	ул. Интернациональная, д. 10, Черкесск	1974	Нет	3	5	1 717.80	0.00	1 084.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	628.40	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м
835	ул. Интернациональная, д. 48, Черкесск	1970	Нет	4	5	1 591.20	232.50	1 211.00	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	0.00
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Площадь подвала, кв.м
836	ул. Карла Маркса, д. 46, Черкесск	1981	Нет	6	5	2 749.90	0.00	2 576.00	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	1 144.70
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
837	ул. Карла Маркса, д. 124А, Черкесск	1985	Нет	4	5	1 666.00	0.00	1 900.00	1	Центральное	Центральное	Центральное (открытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
838	ул. Кабардинская, д. 65, Черкесск	1986	Нет	2	5	1 103.60	0.00	1 771.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	569.90	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
839	ул. Кавказская, д. 16, Черкесск	1967	Нет	4	5	2 149.70	351.40	1 200.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	332.70	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
840	ул. Кавказская, д. 30, Черкесск	1966	Нет	3	5	1 656.60	81.80	1 349.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	671.60	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
841	ул. Калантаевского, д. 39, Черкесск	1972	Нет	4	5	1 857.20	0.00	1 238.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	763.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
842	ул. Калантаевского, д. 43, Черкесск	1972	Нет	4	5	1 423.40	0.00	346.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	688.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
843	пл. Кирова, д. 12, Черкесск	1969	Нет	4	5	2 100.40	0.00	3 067.20	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	857.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
844	пл. Кирова, д. 22А, Черкесск	1975	Нет	2	5	1 010.70	0.00	1 074.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	471.20	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
845	ул. Доватора, д. 60, Черкесск	1976	Нет	1	1	9	1 146.40	0.00	2 627.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	1	Каменные, кирпичные	330.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
846	ул. Доватора, д. 50, Черкесск	1975	Нет	4	5	1 830.40	177.60	3 700.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	762.20	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
847	ул. Космонавтов, д. 6, Черкесск	1989	Нет	1	1	9	1 086.20	0.00	2 148.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	1	Каменные, кирпичные	357.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
848	ул. Космонавтов, д. 17, Черкесск	1985	Нет	2	2	9	2 272.60	51.70	3 920.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	2	Панельные	581.60	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
849	ул. Космонавтов, д. 14, Черкесск	1987	Нет	2	2	9	2 014.20	48.80	4 453.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	2	Панельные	934.30	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
850	ул. Космонавтов, д. 35, Черкесск	1991	Нет	4	4	10	4 966.90	55.30	9 689.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	4	Панельные	1 293.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
851	ул. Космонавтов, д. 37, Черкесск	1990	Нет	3	3	10	3 967.70	0.00	4 387.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	3	Панельные	1 063.80	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
852	ул. Лободина, д. 55А, Черкесск	1990	Нет	3	5	1 263.50	0.00	2 739.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	618.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
853	ул. Октябрьская, д. 340, Черкесск	1986	Нет	3	3	9	3 249.60	0.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	3	Панельные	865.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
854	ул. Октябрьская, д. 346, Черкесск	1990	Нет	2	2	10	2 668.80	0.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	2	Панельные	694.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество лифтов	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Перекрытия
855	ул. Октябрьская, д. 354, Черкесск	1992	Нет	3	3	10	3 650.40	0.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	3	Панельные	966.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
856	ул. Доватора, д. 62, Черкесск	1974	Нет	4	5	1 846.90	0.00	3 500.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	764.70	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
857	ул. Доватора, д. 64, Черкесск	1974	Нет	4	5	1 367.80	587.80	3 306.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	750.30	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
858	ул. Доватора, д. 66, Черкесск	1974	Нет	6	5	2 769.60	0.00	4 541.00	Многоквартирный дом	1	Центральное	Центральное	Квартирное (квартирный котел)	Центральное	Центральное	Центральное	Каменные, кирпичные	1 139.90	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
859	ул. Космонавтов, д. 20, Черкесск	1984	Нет	6	5	2 693.70	72.80	2 124.85	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	1 155.03	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
860	ул. Космонавтов, д. 7, Черкесск	1981	Нет	4	5	1 702.40	101.70	2 827.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	809.40	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
861	ул. Космонавтов, д. 10, Черкесск	1982	Нет	2	5	5	1 855.70	36.50	3 254.30	общежитие	На счете регионального оператора	Многоквартирный дом	1	Центральное	Отсутствует	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	778.50	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
862	ул. Космонавтов, д. 16, Черкесск	1984	Нет	5	5	2 290.80	0.00	5 890.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Каменные, кирпичные	1 036.80	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
863	ул. Космонавтов, д. 21, Черкесск	1982	Нет	5	5	1 998.60	0.00	4 120.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	928.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
864	ул. Космонавтов, д. 22, Черкесск	1985	Нет	2	5	1 872.00	0.00	3 520.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	791.70	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
865	ул. Космонавтов, д. 24, Черкесск	1983	Нет	1	5	502.90	3 736.00	Многоквартирный дом	1	Центральное	Центральное	Центральное (закрытая система)	Центральное	Центральное	Центральное	Панельные	213.20	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
